time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,orig_filename,matched_image,python_dtg
75900,2023-03-21 09:32:11,9.73351346028649,99.9776605589425,98.4252,98.4252,0,98.4252,38.385828,2.42260602,294.145022536,1694.59323008,18,5,0,99.081368,99.081368,2.76709478,793.33335872,-1.789552,-24.158952,0,85.3, 8.5, 4,0,0,1024,1024,1024,1024,0,0,0,0,81.9,-89.9,0,94,,,,,,,0,32,98.4252,98.4252,14,Waypoint,,KP_2023-03-21_16-30-Flight-Airdata.csv,KP_SW_23-03-21-S2_0121.JPG,2023-03-21 09:32:11
477600,2023-03-21 09:35:36,9.74738211191549,99.974334239821,98.4252,136.6797944,-14.320939762732,122.35885463727,30.511812,2.43602766,1196.64373908,15031.4637356,18,5,0,124.65544263727,100.721788,2.76485784,3159.95088852,4.47388,23.935258,0,258.3, 16.5, -4.7,0,0,1024,1024,1024,1024,0,0,0,0,261.2,-89.9,0,72,,,,,,,0,32,122.35885463727,98.4252,14,Waypoint,,KP_2023-03-21_16-27-Flight-Airdata.csv,KP_SW_23-03-21-S5_0577.JPG,2023-03-21 09:35:36
412700,2023-03-21 09:37:47,9.73462211242145,99.9766771872903,99.081368,99.081368,0,99.081368,38.385828,2.42260602,829.54727064,12027.4282064,19,5,0,99.737536,99.737536,2.76709478,1733.5630476,-1.789552,-24.158952,0,85.3, 11.2, 4.8,0,0,1024,1024,1024,1024,0,0,0,0,81.9,-89.9,0,73,,,,,,,0,32,99.081368,99.081368,14,Waypoint,,KP_2023-03-21_16-30-Flight-Airdata.csv,KP_SW_23-03-21-S2_0265.JPG,2023-03-21 09:37:47
527400,2023-03-21 09:56:09,9.74510997327638,99.9716187681803,97.440948,97.440948,9.129369058544,106.57031705854,38.057744,2.42036908,1513.0249828,16337.3692892,19,5,0,109.52307305854,100.393704,2.82525522,3766.6339788,-3.579104,-23.935258,0,261.3, -9.7, -3.8,0,0,1024,1024,1024,1024,0,0,0,0,262.9,-89.9,0,70,,,,,,,0,32,106.57031705854,97.440948,14,Waypoint,,KP_2023-03-21_16-47-Flight-Airdata.csv,KP_SW_23-03-21-S5_0918.JPG,2023-03-21 09:56:09
207800,2023-03-21 10:05:59,9.73712336982487,99.9745456338226,97.769032,117.454072,1.601695589312,119.05576758931,37.72966,2.42260602,1669.48496156,6082.2836592,19,5,0,121.02427158931,99.737536,2.73130374,3192.04078456,1.789552,24.158952,0,84.6, -14, 4,0,0,1024,1024,1024,1024,0,0,0,0,81.7,-89.9,0,71,,,,,,,0,32,119.05576758931,97.769032,14,Waypoint,,KP_2023-03-21_17-02-Flight-Airdata.csv,KP_SW_23-03-21-S2_0612.JPG,2023-03-21 10:05:59
154900,2023-03-21 10:21:58,9.73917538843461,99.9704938534894,98.097116,118.3070904,1.096546623016,119.40363702302,36.745408,2.44273848,2652.21137096,4170.0788736,20,5,0,120.71597302302,99.409452,2.76485784,3183.36296276,1.565858,24.382646,-0.223694,84.3, -14.7, 4.8,0,0,1024,1024,1024,1024,0,0,0,0,81.3,-89.9,0,73,,,,,,,0,32,119.40363702302,98.097116,14,Waypoint,,KP_2023-03-21_17-19-Flight-Airdata.csv,KP_SW_23-03-21-S2_0962.JPG,2023-03-21 10:21:58
844700,2023-03-23 08:22:43,9.69984909985063,100.005773345589,98.4252,98.4252,25.3504273204,123.7756273204,38.713912,2.4382646,2071.112271,26625.9522956,18,5,0,125.4160473204,100.06562,2.72011904,2679.06504636,-0.671082,-24.382646,0,88.5, 8.7, 6.8,0,0,1024,1024,1024,1024,0,0,0,0,83.8,-89.9,0,42,,,,,,,0,32,123.7756273204,98.4252,14,Waypoint,,KP_2023-03-23_15-08-Flight-Airdata.csv,KP_SW_23-03-23-S2_0544.JPG,2023-03-23 08:22:43
892500,2023-03-23 08:23:31,9.7001524497193,100.005880659333,97.112864,97.112864,25.3504273204,122.4632913204,38.713912,2.4382646,1979.3635804,27967.0612624,18,5,0,125.4160473204,100.06562,2.72011904,2679.06504636,0.447388,24.382646,-0.223694,87.1, -18, 4.7,0,0,1024,1024,1024,1024,0,0,0,0,83.8,-89.9,0,39,,,,,,,0,32,122.4632913204,97.112864,14,Waypoint,,KP_2023-03-23_15-08-Flight-Airdata.csv,KP_SW_23-03-23-S2_0561.JPG,2023-03-23 08:23:31
1000300,2023-03-23 08:25:20,9.70048965295304,100.016523537888,99.081368,99.081368,25.3504273204,124.4317953204,38.713912,1.14307634,2318.59915556,31796.9498364,18,5,0,125.4160473204,100.06562,2.72011904,2679.06504636,0.447388,9.842536,0,89.9, 14, 9.8,0,0,1024,1024,1024,1024,0,0,0,0,83.8,-89.9,0,31,,,,,,,0,32,124.4317953204,99.081368,14,Waypoint,,KP_2023-03-23_15-08-Flight-Airdata.csv,KP_SW_23-03-23-S2_0615.JPG,2023-03-23 08:25:20
1099600,2023-03-23 08:26:58,9.70295972214468,100.010592710277,130.577432,130.577432,25.3504273204,155.9278593204,38.713912,0,3.3960302924,34296.589024,17,5,0,156.9121113204,131.561684,2.72011904,2679.06504636,0,0,-0.223694,310, 5.4, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,305.1,-89.9,0,25,,,,,,,0,32,155.9278593204,130.577432,15,Go_Home,,KP_2023-03-23_15-08-Flight-Airdata.csv,KP_SW_23-03-23-S2_0634.JPG,2023-03-23 08:26:58
1105400,2023-03-23 08:27:04,9.70296489440196,100.010590358819,131.889768,131.889768,25.3504273204,157.2401953204,38.713912,0.0223694,1.59786094352,34299.54178,17,5,0,157.2401953204,131.889768,2.72011904,2679.06504636,0,-0.223694,0,309.8, 6, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,305.2,-89.9,0,24,,,,,,,0,32,157.2401953204,131.889768,15,Go_Home,,KP_2023-03-23_15-08-Flight-Airdata.csv,KP_SW_23-03-23-S2_0635.JPG,2023-03-23 08:27:04
1110700,2023-03-23 08:27:09,9.70296444124921,100.010594007513,133.858272,133.858272,25.3504273204,159.2086993204,38.713912,0.0223694,2.89866151008,34302.494536,17,5,0,159.2086993204,133.858272,2.72011904,2679.06504636,0,0.223694,0.223694,195.1, -2.5, -4.4,1,0,1024,1024,1024,1024,0,0,0,0,225.5,-90,0,24,,,,,,,0,32,159.2086993204,133.858272,12,AutoLanding,,KP_2023-03-23_15-08-Flight-Airdata.csv,KP_SW_23-03-23-S2_0636.JPG,2023-03-23 08:27:09
1116900,2023-03-23 08:27:15,9.70295844842299,100.010574560481,97.112864,97.112864,25.3504273204,122.4632913204,38.713912,0.0223694,5.1150592188,34313.977476,17,5,0,159.2086993204,133.858272,2.72011904,2679.06504636,0,0.223694,4.697574,260.9, 1.2, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,256.5,-89.9,0,24,,,,,,,0,32,122.4632913204,97.112864,12,AutoLanding,,KP_2023-03-23_15-08-Flight-Airdata.csv,KP_SW_23-03-23-S2_0637.JPG,2023-03-23 08:27:15
1121200,2023-03-23 08:27:20,9.70296060376539,100.010578729604,71.522312,71.522312,25.3504273204,96.8727393204,38.713912,0,3.4423557532,34316.930232,17,5,0,159.2086993204,133.858272,2.72011904,2679.06504636,0,0,3.579104,197.3, -0.8, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,192.9,-90,0,24,,,,,,,0,32,96.8727393204,71.522312,12,AutoLanding,,KP_2023-03-23_15-08-Flight-Airdata.csv,KP_SW_23-03-23-S2_0638.JPG,2023-03-23 08:27:20
357500,2023-03-23 08:34:38,9.70094353642834,100.012199221663,98.4252,98.4252,25.294993263508,123.72019326351,37.72966,2.4158952,937.81827148,10905.5777768,17,5,0,124.70444526351,99.409452,2.7738056,2853.05455324,0.671082,24.158952,0,87.7, -19.4, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-89.9,0,71,,,,,,,0,32,123.72019326351,98.4252,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S2_0753.JPG,2023-03-23 08:34:38
359500,2023-03-23 08:34:40,9.70094944518232,100.012398493579,98.097116,98.097116,25.294993263508,123.39210926351,37.72966,2.4382646,982.08992644,10977.2969392,17,5,0,124.70444526351,99.409452,2.7738056,2853.05455324,0.671082,24.382646,0,87.8, -18.4, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-90,0,71,,,,,,,0,32,123.39210926351,98.097116,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S2_0754.JPG,2023-03-23 08:34:40
361500,2023-03-23 08:34:42,9.70095550718257,100.012596166014,98.4252,98.4252,25.294993263508,123.72019326351,37.72966,2.4382646,1029.01250012,11048.392742,17,5,0,124.70444526351,99.409452,2.7738056,2853.05455324,0.671082,24.382646,0,87.8, -18.5, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-90,0,71,,,,,,,0,32,123.72019326351,98.4252,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S2_0755.JPG,2023-03-23 08:34:42
363600,2023-03-23 08:34:44,9.70096208388742,100.012803673545,98.4252,98.4252,25.294993263508,123.72019326351,37.72966,2.4382646,1081.06630756,11123.0646604,17,5,0,124.70444526351,99.409452,2.7738056,2853.05455324,0.671082,24.382646,0,87.7, -18.6, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-90,0,71,,,,,,,0,32,123.72019326351,98.4252,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S2_0756.JPG,2023-03-23 08:34:44
365500,2023-03-23 08:34:46,9.70096813108392,100.012992283228,98.097116,98.097116,25.294993263508,123.39210926351,37.72966,2.4158952,1130.56434064,11190.94524,17,5,0,124.70444526351,99.409452,2.7738056,2853.05455324,0.671082,24.158952,0,87.7, -19.4, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-89.9,0,71,,,,,,,0,32,123.39210926351,98.097116,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S2_0757.JPG,2023-03-23 08:34:46
367400,2023-03-23 08:34:48,9.70097376418652,100.013181041986,98.097116,98.097116,25.294993263508,123.39210926351,37.72966,2.4158952,1182.0210352,11258.858628,17,5,0,124.70444526351,99.409452,2.7738056,2853.05455324,0.671082,24.158952,0,87.6, -19, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-89.9,0,71,,,,,,,0,32,123.39210926351,98.097116,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S2_0758.JPG,2023-03-23 08:34:48
369400,2023-03-23 08:34:50,9.70098009991915,100.013378739034,98.4252,98.4252,25.294993263508,123.72019326351,37.72966,2.4158952,1237.52300548,11329.9872392,17,5,0,124.70444526351,99.409452,2.7738056,2853.05455324,0.671082,24.158952,0,87.7, -19.5, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-89.9,0,71,,,,,,,0,32,123.72019326351,98.4252,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S2_0759.JPG,2023-03-23 08:34:50
371500,2023-03-23 08:34:52,9.70098631173888,100.01358727812,98.097116,98.097116,25.294993263508,123.39210926351,37.72966,2.4158952,1297.82156384,11405.02005,17,5,0,124.70444526351,99.409452,2.7738056,2853.05455324,0.671082,24.158952,0,87.7, -18.7, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-90,0,70,,,,,,,0,32,123.39210926351,98.097116,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S2_0760.JPG,2023-03-23 08:34:52
460200,2023-03-23 08:36:20,9.70124240900976,100.012254212548,98.4252,98.4252,25.294993263508,123.72019326351,37.72966,2.4158952,868.25462096,14068.077878,17,5,0,124.70444526351,99.409452,2.7738056,2853.05455324,-0.447388,-24.158952,0,88.3, 7.6, 5.3,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-89.9,0,65,,,,,,,0,32,123.72019326351,98.4252,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S2_0798.JPG,2023-03-23 08:36:20
462200,2023-03-23 08:36:23,9.7012362488661,100.01205649019,98.4252,98.4252,25.294993263508,123.72019326351,37.72966,2.4158952,822.52627304,14139.2392976,17,5,0,124.70444526351,99.409452,2.7738056,2853.05455324,-0.447388,-24.158952,0,88.4, 8.4, 5.2,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-89.9,0,65,,,,,,,0,32,123.72019326351,98.4252,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S2_0799.JPG,2023-03-23 08:36:23
464100,2023-03-23 08:36:24,9.70123053598772,100.011868588884,98.4252,98.4252,25.294993263508,123.72019326351,37.72966,2.4382646,782.54923764,14206.8246016,17,5,0,124.70444526351,99.409452,2.7738056,2853.05455324,-0.671082,-24.382646,0,88.4, 8.6, 5,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-90,0,64,,,,,,,0,32,123.72019326351,98.4252,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S2_0800.JPG,2023-03-23 08:36:24
969700,2023-03-23 08:44:50,9.70209333565177,100.010814941307,98.4252,98.4252,25.294993263508,123.72019326351,37.72966,2.4158952,328.23491864,29005.0206132,18,5,0,125.36061326351,100.06562,2.7738056,2880.167415,0.671082,24.158952,0,87.9, -17.9, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,85.6,-89.9,0,29,,,,,,,0,32,123.72019326351,98.4252,14,Waypoint,,KP_2023-03-23_15-28-Flight-Airdata.csv,KP_SW_23-03-23-S3_0014.JPG,2023-03-23 08:44:50
208200,2023-03-23 08:50:47,9.7026689547536,100.010137069986,98.097116,98.097116,25.121606446936,123.21872244694,40.354332,2.4158952,191.321528432,6004.429326,16,5,0,124.53105844694,99.409452,2.68209106,2715.63656984,0.671082,24.158952,0,87.7, -16.7, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,84.1,-89.9,0,83,,,,,,,0,32,123.21872244694,98.097116,14,Waypoint,,KP_2023-03-23_15-47-Flight-Airdata.csv,KP_SW_23-03-23-S3_0101.JPG,2023-03-23 08:50:47
212200,2023-03-23 08:50:51,9.70268170080482,100.010532527649,98.097116,98.097116,25.121606446936,123.21872244694,40.354332,2.4158952,103.382877324,6146.7193568,16,5,0,124.53105844694,99.409452,2.68209106,2715.63656984,0.447388,24.158952,0,87.5, -18.8, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,84.1,-89.9,0,83,,,,,,,0,32,123.21872244694,98.097116,14,Waypoint,,KP_2023-03-23_15-47-Flight-Airdata.csv,KP_SW_23-03-23-S3_0103.JPG,2023-03-23 08:50:51
221900,2023-03-23 08:51:01,9.70269600041091,100.011020449873,98.753284,98.753284,25.121606446936,123.87489044694,40.354332,0.18119214,186.060045324,6330.3151632,17,5,0,124.53105844694,99.409452,2.68209106,2715.63656984,0.894776,-1.565858,0,86.3, 17.9, -9.6,0,0,1024,1024,1024,1024,0,0,0,0,84.1,-89.9,0,82,,,,,,,0,32,123.87489044694,98.753284,14,Waypoint,,KP_2023-03-23_15-47-Flight-Airdata.csv,KP_SW_23-03-23-S3_0106.JPG,2023-03-23 08:51:01
234100,2023-03-23 08:51:13,9.70297690596569,100.010489734091,99.737536,99.737536,25.121606446936,124.85914244694,40.354332,0.2460634,32.4782490708,6552.001522,17,5,0,125.18722644694,100.06562,2.68209106,2715.63656984,0,-2.460634,0.447388,88.9, 23.3, 4,0,0,1024,1024,1024,1024,0,0,0,0,84.1,-89.9,0,81,,,,,,,0,32,124.85914244694,99.737536,14,Waypoint,,KP_2023-03-23_15-47-Flight-Airdata.csv,KP_SW_23-03-23-S3_0107.JPG,2023-03-23 08:51:13
239400,2023-03-23 08:51:18,9.70296756209139,100.010357925053,99.081368,99.081368,25.121606446936,124.20297444694,40.354332,0.22816788,79.415356872,6605.6760644,17,5,0,125.18722644694,100.06562,2.68209106,2715.63656984,-2.23694,0.447388,0.223694,88.3, 1, 24.5,0,0,1024,1024,1024,1024,0,0,0,0,84.1,-89.9,0,81,,,,,,,0,32,124.20297444694,99.081368,14,Waypoint,,KP_2023-03-23_15-47-Flight-Airdata.csv,KP_SW_23-03-23-S3_0108.JPG,2023-03-23 08:51:18
333500,2023-03-23 09:09:53,9.70505788353842,99.9970006784746,98.753284,101.9685072,4.709564127084,106.67807132708,35.104988,2.42036908,2357.68380248,9899.2129152,17,5,0,108.64657532708,100.721788,2.76038396,3554.0683552,7.381902,23.040482,0,251.2, 19, -5.4,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-89.9,0,75,,,,,,,0,32,106.67807132708,98.753284,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0254.JPG,2023-03-23 09:09:53
335500,2023-03-23 09:09:55,9.70511802006008,99.9971898949591,98.753284,101.9685072,4.709564127084,106.67807132708,35.104988,2.44050154,2290.84981084,9970.7024188,17,5,0,108.64657532708,100.721788,2.76038396,3554.0683552,7.381902,23.264176,0,251.1, 18.5, -5.3,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-90,0,75,,,,,,,0,32,106.67807132708,98.753284,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0255.JPG,2023-03-23 09:09:55
337600,2023-03-23 09:09:58,9.70518118983518,99.99738951491,98.4252,101.6404232,4.709564127084,106.34998732708,35.104988,2.42036908,2220.6529582,10046.096122,17,5,0,108.64657532708,100.721788,2.76038396,3554.0683552,7.381902,23.040482,0,251.2, 18.3, -5.2,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-89.9,0,74,,,,,,,0,32,106.34998732708,98.4252,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0256.JPG,2023-03-23 09:09:58
339500,2023-03-23 09:09:59,9.70523809428128,99.9975691617408,98.753284,101.9685072,4.709564127084,106.67807132708,35.104988,2.44050154,2157.78222128,10113.9438932,17,5,0,108.64657532708,100.721788,2.76038396,3554.0683552,7.381902,23.264176,0,251.3, 17.6, -5.1,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-89.9,0,74,,,,,,,0,32,106.67807132708,98.753284,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0257.JPG,2023-03-23 09:09:59
414100,2023-03-23 09:11:14,9.70521441337895,99.9985352706868,97.769032,100.9842552,4.709564127084,105.69381932708,35.104988,2.41365826,1810.87932304,12405.8731004,18,5,0,109.63082732708,101.70604,2.76038396,3554.0683552,-7.158208,-23.040482,0,252.5, -9.3, -4.8,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-89.9,0,69,,,,,,,0,32,105.69381932708,97.769032,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0288.JPG,2023-03-23 09:11:14
416100,2023-03-23 09:11:16,9.70515430944603,99.9983458901099,97.769032,100.9842552,4.709564127084,105.69381932708,35.104988,2.42036908,1876.90950888,12477.4282208,18,5,0,109.63082732708,101.70604,2.76038396,3554.0683552,-7.381902,-23.040482,0,252.4, -8.5, -5,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-90,0,69,,,,,,,0,32,105.69381932708,97.769032,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0289.JPG,2023-03-23 09:11:16
418100,2023-03-23 09:11:18,9.70509405685915,99.9981566686193,97.769032,100.9842552,4.709564127084,105.69381932708,35.104988,2.44050154,1943.26777872,12548.9505328,18,5,0,109.63082732708,101.70604,2.76038396,3554.0683552,-7.381902,-23.040482,0,252.3, -8.8, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-90,0,69,,,,,,,0,32,105.69381932708,97.769032,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0290.JPG,2023-03-23 09:11:18
420000,2023-03-23 09:11:20,9.70503709079945,99.9979765144924,97.769032,100.9842552,4.709564127084,105.69381932708,35.104988,2.42036908,2006.78484112,12616.9951544,18,5,0,109.63082732708,101.70604,2.76038396,3554.0683552,-7.381902,-23.040482,0,252.4, -8.6, -4.9,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-89.9,0,69,,,,,,,0,32,105.69381932708,97.769032,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0291.JPG,2023-03-23 09:11:20
422000,2023-03-23 09:11:22,9.70497721656396,99.9977875444249,97.769032,100.9842552,4.709564127084,105.69381932708,35.104988,2.42036908,2073.71397712,12688.3862328,18,5,0,109.63082732708,101.70604,2.76038396,3554.0683552,-7.381902,-23.040482,0,252.4, -9, -4.6,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-89.9,0,69,,,,,,,0,32,105.69381932708,97.769032,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0292.JPG,2023-03-23 09:11:22
424100,2023-03-23 09:11:24,9.7049135635607,99.997588559707,97.769032,100.9842552,4.709564127084,105.69381932708,35.104988,2.41365826,2144.49810012,12763.615894,18,5,0,109.63082732708,101.70604,2.76038396,3554.0683552,-7.381902,-23.040482,0,252.3, -8.9, -4.2,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-89.9,0,69,,,,,,,0,32,105.69381932708,97.769032,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0293.JPG,2023-03-23 09:11:24
528000,2023-03-23 09:13:08,9.70482021386987,99.9983315806806,98.097116,101.3123392,4.709564127084,106.02190332708,35.104988,2.42036908,1876.6896926,16106.955896,18,5,0,109.63082732708,101.70604,2.76038396,3578.904314,7.381902,23.040482,0,251.4, 18.2, -4.4,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-89.9,0,62,,,,,,,0,32,106.02190332708,98.097116,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0339.JPG,2023-03-23 09:13:08
530000,2023-03-23 09:13:10,9.70488043223171,99.9985202564942,98.4252,101.6404232,4.709564127084,106.34998732708,35.104988,2.39799968,1809.2356222,16178.2813576,18,5,0,109.63082732708,101.70604,2.76038396,3578.904314,7.381902,22.816788,0,250.8, 20.4, -5.7,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-90,0,62,,,,,,,0,32,106.34998732708,98.4252,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0340.JPG,2023-03-23 09:13:10
532000,2023-03-23 09:13:12,9.70494112882719,99.9987097900389,98.097116,101.3123392,4.709564127084,106.02190332708,35.104988,2.42036908,1741.78811348,16249.9677116,18,5,0,109.63082732708,101.70604,2.76038396,3578.904314,7.381902,23.040482,0,250.9, 19.1, -5.9,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-90,0,61,,,,,,,0,32,106.02190332708,98.097116,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0341.JPG,2023-03-23 09:13:12
534000,2023-03-23 09:13:14,9.70500120215893,99.9988995018604,98.4252,101.6404232,4.709564127084,106.34998732708,35.104988,2.42036908,1674.61619532,16321.6212572,18,5,0,109.63082732708,101.70604,2.76038396,3578.904314,7.381902,23.040482,0,251.1, 19.5, -5.5,0,0,1024,1024,1024,1024,0,0,0,0,250.7,-90,0,61,,,,,,,0,32,106.34998732708,98.4252,14,Waypoint,,KP_2023-03-23_16-04-Flight-Airdata.csv,KP_SW_23-03-23-S1_0342.JPG,2023-03-23 09:13:14
433800,2023-03-23 09:31:55,9.70237090277219,99.9981714617143,98.4252,100.7874048,5.736396509024,106.52380130902,35.104988,2.43155378,2127.18510744,11774.3442088,19,5,0,108.16422130902,100.06562,2.72459292,2127.18510744,-5.368656,-23.711564,0,77.2, 8.3, 4.6,0,0,1024,1024,1024,1024,0,0,0,0,75,-89.9,0,72,,,,,,,0,32,106.52380130902,98.4252,14,Waypoint,,KP_2023-03-23_16-24-Flight-Airdata.csv,KP_SW_23-03-23-S1_0691.JPG,2023-03-23 09:31:55
260800,2023-03-23 10:36:10,9.72787692673879,99.9758740694001,98.097116,94.9475096,31.614038413224,126.56154801322,39.37008,2.33983924,1330.22642052,6594.160316,20,5,0,129.18622001322,100.721788,2.82749216,2082.70675956,-5.144962,22.145706,-0.223694,282.9, -7.6, 0,0,0,1024,1024,1024,1024,0,0,0,0,278.1,-90,0,81,,,,,,,0,32,126.56154801322,98.097116,14,Waypoint,,KP_2023-03-23_17-31-Flight-Airdata.csv,KP_SW_23-03-23-S3_0266.JPG,2023-03-23 10:36:10
274300,2023-03-23 10:36:24,9.7275515047903,99.9759808505621,99.737536,91.9291368,36.272831213224,128.20196801322,39.37008,0.29974996,1207.09321448,6760.006778,21,5,0,129.18622001322,100.721788,2.82749216,2082.70675956,1.342164,-2.684328,0.447388,283.8, -20.8, -5.5,0,0,1024,1024,1024,1024,0,0,0,0,278.1,-89.9,0,80,,,,,,,0,32,128.20196801322,99.737536,14,Waypoint,,KP_2023-03-23_17-31-Flight-Airdata.csv,KP_SW_23-03-23-S3_0269.JPG,2023-03-23 10:36:24
278600,2023-03-23 10:36:28,9.72761898952147,99.9756840871787,98.753284,110.5971164,16.620599613224,127.21771601322,39.37008,2.4047105,1250.73494816,6869.586834,21,5,0,129.18622001322,100.721788,2.82749216,2082.70675956,5.144962,-23.48787,0,283.1, -7.5, -3.1,0,0,1024,1024,1024,1024,0,0,0,0,278.1,-90,0,80,,,,,,,0,32,127.21771601322,98.753284,14,Waypoint,,KP_2023-03-23_17-31-Flight-Airdata.csv,KP_SW_23-03-23-S3_0270.JPG,2023-03-23 10:36:28
342200,2023-03-23 10:37:32,9.72735918731249,99.9754793219208,98.753284,113.9435732,13.274142813224,127.21771601322,39.37008,2.43602766,1178.30056264,8702.9530344,20,5,0,129.18622001322,100.721788,2.82749216,2082.70675956,-5.59235,23.711564,0,283.1, 13.2, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,278.1,-90,0,76,,,,,,,0,32,127.21771601322,98.753284,14,Waypoint,,KP_2023-03-23_17-31-Flight-Airdata.csv,KP_SW_23-03-23-S3_0296.JPG,2023-03-23 10:37:32
344200,2023-03-23 10:37:34,9.7273149523898,99.9756698122288,99.409452,104.2979036,23.575980413224,127.87388401322,39.37008,2.40918438,1144.09124396,8773.3270524,21,5,0,129.18622001322,100.721788,2.82749216,2082.70675956,-5.368656,23.48787,0.223694,283, 19, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,278.1,-89.9,0,76,,,,,,,0,32,127.87388401322,99.409452,14,Waypoint,,KP_2023-03-23_17-31-Flight-Airdata.csv,KP_SW_23-03-23-S3_0297.JPG,2023-03-23 10:37:34
