offset_x,offset_y,filename,GSD,dist,bear.deg,dist.km,True.Longitude,True.Latitude
1756.7600000000002,1327.6999999999998,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2202.0429122975784,139.3807591339306,0.01695059089680755,99.98176106222961,9.714520335727057
2064.0200000000004,834.7399999999998,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2226.4252576720382,124.31960834279883,0.017138278048242722,99.98178948803013,9.714549300550667
2491.5200000000004,856.1100000000001,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2634.501137312338,121.26320934970052,0.020279509879833308,99.981818468837,9.714541509332333
2605.08,449.9899999999998,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2643.6589807499754,112.10031074943939,0.020350003900064025,99.98183232103854,9.714567441004991
2717.3,630.3400000000001,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2789.452958126378,115.36007844071771,0.021472277245385574,99.98183731729743,9.714553513811044
2333.88,-85.72000000000003,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2335.4536546033196,100.19655529027492,0.017977542234329184,99.9818217389823,9.714607888969171
-398.1100000000001,785.31,KP_SW_23-03-25-S3_0837.JPG,0.008580049976469434,880.4563408823859,9.282560716595981,0.00755435940687028,99.97696168843298,9.722568080332247
-2000.5700000000002,336.0999999999999,KP_SW_23-03-25-S3_0837.JPG,0.008580049976469434,2028.6063035739585,62.86324614236935,0.017405543467245488,99.9770917427738,9.72257245177234
-1500.26,-62.00999999999999,KP_SW_23-03-25-S3_0837.JPG,0.008580049976469434,1501.5409776959136,74.76684980640368,0.012883296630347716,99.97706386633025,9.722531279577678
-1951.8,398.8899999999999,KP_SW_23-03-25-S3_0837.JPG,0.008580049976469434,1992.1436876139232,60.84950077082863,0.017092692400035574,99.97708662334281,9.722575950653331
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
